#1						
double wavePool(98,7)						
0	0	0	0	0	0	0
600	0	0	0	0	0	0
1800	0	0	0	0	0	0
2400	0	0	0	0	0	0
3600	0	0	0	0	0	0
4200	0	0	0	0	0	0
5400	0	0	0	0	0	0
6000	0	0	0	0	0	0
7200	0	0	0	0	0	0
7800	0	0	0	0	0	0
9000	0	0	0	0	0	0
9600	0	0	0	0	0	0
10800	0	0	0	0	0	0
11400	0	0	0	0	0	0
12600	0	0	0	0	0	0
13200	0	0	0	0	0	0
14400	0	0	0	0	0	0
15000	0	0	0	0	0	0
16200	0	0	0	0	0	0
16800	0	0	0	0	0	0
18000	0	0	0	0	0	0
18600	0	0	0	0	0	0
19800	0	0	0	0	0	0
20400	0	0	0	0	0	0
21600	0	0	0	0	0	0
22200	0	0	0	0	0	0
23400	0	0	0	0	0	0
24000	0	0	0	0	0	0
25200	0	0	0	0	0	0
25800	0	0	0	0	0	0
27000	1	1	1	1	1	1
27600	0	0	0	0	0	0
28800	1	1	1	1	1	1
29400	0	0	0	0	0	0
30600	1	1	1	1	1	1
31200	0	0	0	0	0	0
32400	1	1	1	1	1	1
33000	0	0	0	0	0	0
34200	1	1	1	1	1	1
34800	0	0	0	0	0	0
36000	1	1	1	1	1	1
36600	0	0	0	0	0	0
37800	1	1	1	1	1	1
38400	0	0	0	0	0	0
39600	1	1	1	1	1	1
40200	0	0	0	0	0	0
41400	1	1	1	1	1	1
42000	0	0	0	0	0	0
43200	1	1	1	1	1	1
43800	0	0	0	0	0	0
45000	1	1	1	1	1	1
45600	0	0	0	0	0	0
46800	0	0	0	0	0	0
47400	0	0	0	0	0	0
48600	0	0	0	0	0	0
49200	0	0	0	0	0	0
50400	0	0	0	0	0	0
51000	0	0	0	0	0	0
52200	1	1	1	1	1	1
52800	0	0	0	0	0	0
54000	1	1	1	1	1	1
54600	0	0	0	0	0	0
55800	1	1	1	1	1	1
56400	0	0	0	0	0	0
57600	1	1	1	1	1	1
58200	0	0	0	0	0	0
59400	1	1	1	1	1	1
60000	0	0	0	0	0	0
61200	1	1	1	1	1	1
61800	0	0	0	0	0	0
63000	1	1	1	1	1	1
63600	0	0	0	0	0	0
64800	1	1	1	1	1	1
65400	0	0	0	0	0	0
66600	1	1	1	1	1	1
67200	0	0	0	0	0	0
68400	1	1	1	1	1	1
69000	0	0	0	0	0	0
70200	1	1	1	1	1	1
70800	0	0	0	0	0	0
72000	1	1	1	1	1	1
72600	0	0	0	0	0	0
73800	1	1	1	1	1	1
74400	0	0	0	0	0	0
75600	1	1	1	1	1	1
76200	0	0	0	0	0	0
77400	1	1	1	1	1	1
78000	0	0	0	0	0	0
79200	1	1	1	1	1	1
79800	0	0	0	0	0	0
81000	1	1	1	1	1	1
81600	0	0	0	0	0	0
82800	0	0	0	0	0	0
83400	0	0	0	0	0	0
84600	0	0	0	0	0	0
85200	0	0	0	0	0	0
85800	0	0	0	0	0	0
86400	0	0	0	0	0	0
