x,y
-0.001000,333.483144
0.001000,333.483144
1000.000974,327.968938
1999.999000,328.041428
2999.999000,328.049432
3000.001000,328.049432
4000.001000,327.999547
5000.001000,327.877843
6000.001000,327.661288
7000.001000,327.372761
7999.999741,327.223687
8999.999000,327.476716
9999.999000,327.795883
10999.999000,327.968754
11999.999000,328.041459
12999.999000,328.049371
13000.001000,328.049371
14000.001000,327.999577
15000.001000,327.877904
16000.001000,327.661349
17000.001000,327.372914
17999.999742,327.223748
18999.999000,327.476808
19999.999000,327.795791
20999.999000,327.968785
21999.999000,328.041306
22999.999000,328.049371
23000.001000,328.049371
24000.001000,327.999516
25000.001000,327.877935
26000.001000,327.661563
27000.001000,327.372883
27999.999740,327.223900
28999.999000,327.477358
29999.999000,327.795913
30999.999000,327.968815
31999.999000,328.041459
32999.999000,328.049401
33000.001000,328.049401
34000.001000,327.999639
35000.001000,327.878057
36000.001000,327.661899
37000.001000,327.372944
37999.999742,327.223778
38999.999000,327.476900
39999.999000,327.795791
40999.999000,327.968663
41999.999000,328.041459
42999.999000,328.049401
43000.001000,328.049401
44000.001000,328.000341
45000.001000,327.877904
46000.001000,327.661257
47000.001000,327.372914
47999.999741,327.223809
48999.999000,327.476930
49999.999000,327.795822
50999.999000,327.968815
51999.999000,328.041459
52999.999000,328.049462
53000.001000,328.049462
54000.001000,327.999639
55000.001000,327.877965
56000.001000,327.661257
57000.001000,327.373097
57999.999743,327.223717
58999.999000,327.476594
59999.999000,327.795852
60999.999000,327.968632
61999.999000,328.041489
62999.999000,328.049371
63000.001000,328.049371
64000.001000,327.999639
65000.001000,327.877935
66000.001000,327.661227
67000.001000,327.373280
67999.999742,327.224053
68999.999000,327.476930
69999.999000,327.795822
70999.999000,327.968846
71999.999000,328.041428
72999.999000,328.049401
73000.001000,328.049401
74000.001000,327.999608
75000.001000,327.878118
76000.001000,327.661227
77000.001000,327.372914
77999.999742,327.223717
78999.999000,327.476808
79999.999000,327.795883
80999.999000,327.968907
81999.999000,328.041428
82999.999000,328.049371
83000.001000,328.049371
84000.001000,327.999761
85000.001000,327.877904
86000.001000,327.661318
87000.001000,327.373525
87999.999744,327.223900
88999.999000,327.476655
89999.999000,327.795730
90999.999000,327.968724
91999.999000,328.041459
92999.999000,328.049462
93000.001000,328.049462
94000.001000,327.999791
95000.001000,327.877965
96000.001000,327.661838
97000.001000,327.373128
97999.999742,327.224023
98999.999000,327.476655
99999.999000,327.795791
100000.001000,327.795791
