x,y
0,298.1499938964844
864,293.7616882324219
1728,290.1895141601562
2592,287.1004333496094
3456,284.6746215820312
4320,282.9364318847656
5184,281.7501831054688
6048.000000000001,281.6021728515625
6912,283.2656860351562
7776,281.733642578125
8640,281.8545227050781
9504,283.0188293457031
10368,281.69384765625
11232,281.7568969726562
12096,283.1518249511719
12960,281.781982421875
13824,281.4946594238281
14688,283.1910400390625
15552,281.717529296875
16416,281.71337890625
17280,283.1815490722656
18144,281.7942810058594
19008,281.5338134765625
19872,283.2845458984375
20736,281.7841796875
21600,281.7658081054688
22464,283.0917663574219
23328,281.7336120605469
24192,281.6758117675781
25056,283.2171630859375
25920,281.8208312988281
26784,281.43994140625
27648,283.2046813964844
28512,281.7352905273438
29376,281.6792907714844
30240,283.2083129882812
31104,281.8096618652344
31968,281.5045471191406
32832,283.2851257324219
33696,281.8094787597656
34560,281.7238159179688
35424,283.1268005371094
36288,281.7521667480469
37152,281.6396179199219
38016,283.2424926757812
38880,281.8379821777344
39744,281.4322204589844
40608,283.2091064453125
41472,281.7394714355469
42336,281.6752624511719
43200,283.2113647460938
44064,281.8106079101562
44928,281.5048828125
45792,283.2849426269531
46656,281.8157348632812
47520.00000000001,281.715087890625
48384.00000000001,283.1344299316406
49247.99999999999,281.7553100585938
50112,281.6351623535156
50976,283.2455749511719
51840,281.839599609375
52704,281.4367980957031
53568,283.2176818847656
54432,281.738037109375
55296,281.6822509765625
56160,283.2062072753906
57024,281.8063659667969
57888,281.5154113769531
58752.00000000001,283.2851257324219
59615.99999999999,281.8131103515625
60479.99999999999,281.7212524414062
61344,283.1297607421875
62208,281.7516174316406
63072,281.6444702148438
63936,283.2399291992188
64800,281.83447265625
65664,281.4489440917969
66528,283.2215270996094
67392,281.7317810058594
68256,281.6973876953125
69120,283.1946105957031
69984,281.7982788085938
70848,281.5335693359375
71712,283.2843017578125
72576,281.8036499023438
73440,281.7386779785156
74304,283.11572265625
75168,281.7427978515625
76032,281.6639099121094
76896,283.2269897460938
77760,281.8243713378906
78624,281.4710083007812
79488,283.2196960449219
80352,281.7206726074219
81216,281.7210693359375
82080,283.1758117675781
82944,281.7862548828125
83808,281.5594177246094
84672,283.2802734375
85536,281.787841796875
86400,281.7668762207031
